"period","season","speccode","grid","island","resolution","n_tenkms","status"
"1980/81-1982/83","W",12,"SH23","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH27","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH28","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH29","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH32","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH33","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH34","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH38","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH39","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH48","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH49","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH50","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH58","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH61","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH67","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH68","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH70","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH77","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH78","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH88","B",10,1,"Present"
"1980/81-1982/83","W",12,"SH97","B",10,1,"Present"
"1980/81-1982/83","W",12,"SJ39","B",10,1,"Present"
"1980/81-1982/83","W",12,"SJ49","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM70","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM71","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM72","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM81","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM82","B",10,1,"Present"
"1980/81-1982/83","W",12,"WA50","B",10,1,"Present"
"1980/81-1982/83","W",12,"WV27","B",10,1,"Present"
"1980/81-1982/83","W",12,"WV65","B",10,1,"Present"
"1980/81-1982/83","W",12,"IB93","I",10,1,"Present"
"1980/81-1982/83","W",12,"IB94","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC03","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC04","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC34","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC35","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC45","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC46","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC54","I",10,1,"Present"
"1980/81-1982/83","W",12,"IC55","I",10,1,"Present"
"1980/81-1982/83","W",12,"SR89","B",10,1,"Present"
"1980/81-1982/83","W",12,"SR99","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS09","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS10","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS14","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS19","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS22","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS32","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS38","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS43","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS44","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS48","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS49","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS54","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS64","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS74","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS75","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS84","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS87","B",10,1,"Present"
"1980/81-1982/83","W",12,"SS96","B",10,1,"Present"
"1980/81-1982/83","W",12,"ST25","B",10,1,"Present"
"1980/81-1982/83","W",12,"ST36","B",10,1,"Present"
"1980/81-1982/83","W",12,"ST45","B",10,1,"Present"
"1980/81-1982/83","W",12,"SV91","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW32","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW33","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW42","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW44","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW52","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW53","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW54","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW61","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW62","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW64","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW71","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW72","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW75","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW76","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW83","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW86","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW87","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW94","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW97","B",10,1,"Present"
"1980/81-1982/83","W",12,"SW98","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX03","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX04","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX08","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX09","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX19","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX25","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX35","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX44","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX54","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX63","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX64","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX73","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX84","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX95","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX96","B",10,1,"Present"
"1980/81-1982/83","W",12,"SX97","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY08","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY18","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY28","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY29","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY66","B",10,1,"Present"
"1980/81-1982/83","W",12,"SY97","B",10,1,"Present"
"1980/81-1982/83","W",12,"SZ07","B",10,1,"Present"
"1980/81-1982/83","W",12,"SZ08","B",10,1,"Present"
"1980/81-1982/83","W",12,"SZ38","B",10,1,"Present"
"1980/81-1982/83","W",12,"SZ59","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA08","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA09","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA17","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA18","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA26","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA27","B",10,1,"Present"
"1980/81-1982/83","W",12,"TA41","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF33","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF44","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF45","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF49","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF58","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF63","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF64","B",10,1,"Present"
"1980/81-1982/83","W",12,"TF74","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG04","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG14","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG23","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG24","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG33","B",10,1,"Present"
"1980/81-1982/83","W",12,"TG51","B",10,1,"Present"
"1980/81-1982/83","W",12,"TL91","B",10,1,"Present"
"1980/81-1982/83","W",12,"TM00","B",10,1,"Present"
"1980/81-1982/83","W",12,"TM58","B",10,1,"Present"
"1980/81-1982/83","W",12,"TQ10","B",10,1,"Present"
"1980/81-1982/83","W",12,"TQ30","B",10,1,"Present"
"2008-11","B",12,"NG46","B",10,1,"Confirmed"
"2008-11","B",12,"NG47","B",10,1,"Confirmed"
"2008-11","B",12,"NG49","B",10,1,"Confirmed"
"2008-11","B",12,"NG50","B",10,1,"Possible"
"2008-11","B",12,"NG51","B",10,1,"Confirmed"
"2008-11","B",12,"NG54","B",10,1,"Possible"
"2008-11","B",12,"NG55","B",10,1,"Confirmed"
"2008-11","B",12,"NG56","B",10,1,"Confirmed"
"2008-11","B",12,"NG63","B",10,1,"Confirmed"
"1968-72","B",12,"NS00","B",10,1,"Confirmed"
"1968-72","B",12,"NS02","B",10,1,"Confirmed"
"1968-72","B",12,"NS03","B",10,1,"Confirmed"
"1980/81-1982/83","W",12,"SM83","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM84","B",10,1,"Present"
"1980/81-1982/83","W",12,"SM94","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN03","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN04","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN10","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN14","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN15","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN20","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN35","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN57","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN58","B",10,1,"Present"
"1980/81-1982/83","W",12,"SN68","B",10,1,"Present"
"1968-72","B",12,"NT67","B",10,1,"Confirmed"
"1968-72","B",12,"NT68","B",10,1,"Confirmed"
"1968-72","B",12,"NT69","B",10,1,"Confirmed"
"1968-72","B",12,"NT77","B",10,1,"Confirmed"
"1968-72","B",12,"NT86","B",10,1,"Confirmed"
"1968-72","B",12,"NT87","B",10,1,"Confirmed"
"1968-72","B",12,"NT93","B",10,1,"Confirmed"
"1968-72","B",12,"NT95","B",10,1,"Confirmed"
"1968-72","B",12,"NT96","B",10,1,"Confirmed"
"1968-72","B",12,"NU02","B",10,1,"Possible"
"1968-72","B",12,"NU03","B",10,1,"Confirmed"
"1968-72","B",12,"NU04","B",10,1,"Probable"
"1968-72","B",12,"NU05","B",10,1,"Probable"
"1968-72","B",12,"NU13","B",10,1,"Confirmed"
"1968-72","B",12,"NU14","B",10,1,"Confirmed"
"1968-72","B",12,"NU20","B",10,1,"Confirmed"
"1968-72","B",12,"NU21","B",10,1,"Confirmed"
"1968-72","B",12,"NU22","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"IL88","I",10,1,"Present"
"2007/08-10/11","W",12,"IL92","I",10,1,"Present"
"1968-72","B",12,"NW96","B",10,1,"Confirmed"
"1968-72","B",12,"NW97","B",10,1,"Possible"
"1968-72","B",12,"NX03","B",10,1,"Confirmed"
"1968-72","B",12,"NX04","B",10,1,"Confirmed"
"1968-72","B",12,"NX05","B",10,1,"Confirmed"
"2008-11","B",12,"NM35","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"NT68","B",10,1,"Present"
"2007/08-10/11","W",12,"NT69","B",10,1,"Present"
"2008-11","B",12,"NM39","B",10,1,"Confirmed"
"2008-11","B",12,"NM40","B",10,1,"Confirmed"
"2008-11","B",12,"NM46","B",10,1,"Confirmed"
"2008-11","B",12,"NM47","B",10,1,"Confirmed"
"2008-11","B",12,"NM48","B",10,1,"Confirmed"
"2008-11","B",12,"NM49","B",10,1,"Confirmed"
"2008-11","B",12,"NM60","B",10,1,"Confirmed"
"2008-11","B",12,"NM61","B",10,1,"Confirmed"
"2008-11","B",12,"NM62","B",10,1,"Probable"
"2008-11","B",12,"NO41","B",10,1,"Possible"
"2008-11","B",12,"NO42","B",10,1,"Confirmed"
"2008-11","B",12,"NO50","B",10,1,"Confirmed"
"2008-11","B",12,"NO51","B",10,1,"Confirmed"
"2008-11","B",12,"NO60","B",10,1,"Confirmed"
"2008-11","B",12,"NO64","B",10,1,"Confirmed"
"2008-11","B",12,"NO65","B",10,1,"Confirmed"
"2008-11","B",12,"NO74","B",10,1,"Confirmed"
"2008-11","B",12,"NO75","B",10,1,"Confirmed"
"2008-11","B",12,"NO76","B",10,1,"Confirmed"
"2008-11","B",12,"NO87","B",10,1,"Confirmed"
"2008-11","B",12,"NO88","B",10,1,"Confirmed"
"2008-11","B",12,"NO89","B",10,1,"Confirmed"
"2008-11","B",12,"NO99","B",10,1,"Confirmed"
"2008-11","B",12,"NR15","B",10,1,"Confirmed"
"2008-11","B",12,"NR24","B",10,1,"Confirmed"
"2008-11","B",12,"NR25","B",10,1,"Confirmed"
"2008-11","B",12,"NR26","B",10,1,"Confirmed"
"2008-11","B",12,"NR27","B",10,1,"Confirmed"
"2008-11","B",12,"NR34","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"NX74","B",10,1,"Present"
"2007/08-10/11","W",12,"NX84","B",10,1,"Present"
"2007/08-10/11","W",12,"NX85","B",10,1,"Present"
"2007/08-10/11","W",12,"NX91","B",10,1,"Present"
"2007/08-10/11","W",12,"NX92","B",10,1,"Present"
"1968-72","B",12,"SC38","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"NZ29","B",10,1,"Present"
"2007/08-10/11","W",12,"NZ36","B",10,1,"Present"
"2007/08-10/11","W",12,"NZ37","B",10,1,"Present"
"2007/08-10/11","W",12,"NZ38","B",10,1,"Present"
"2008-11","B",12,"NR70","B",10,1,"Confirmed"
"1980/81-1982/83","W",12,"NL93","B",10,1,"Present"
"1980/81-1982/83","W",12,"NL94","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM04","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM15","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM22","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM23","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM24","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM25","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM34","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM35","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM40","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM43","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM47","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM60","B",10,1,"Present"
"1980/81-1982/83","W",12,"NM61","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO40","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO42","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO50","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO51","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO53","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO60","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO61","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO64","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO75","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO76","B",10,1,"Present"
"1980/81-1982/83","W",12,"NO86","B",10,1,"Present"
"1980/81-1982/83","W",12,"IT39","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV19","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV29","I",10,1,"Present"
"2008-11","B",12,"NT86","B",10,1,"Confirmed"
"1980/81-1982/83","W",12,"IV39","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV43","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV44","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV46","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV47","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV48","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV53","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV54","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV55","I",10,1,"Present"
"1980/81-1982/83","W",12,"IV58","I",10,1,"Present"
"1968-72","B",12,"NS14","B",10,1,"Confirmed"
"1968-72","B",12,"NS15","B",10,1,"Possible"
"1968-72","B",12,"NS21","B",10,1,"Confirmed"
"1968-72","B",12,"NT17","B",10,1,"Confirmed"
"1968-72","B",12,"NT18","B",10,1,"Confirmed"
"1968-72","B",12,"NT19","B",10,1,"Confirmed"
"1968-72","B",12,"NT26","B",10,1,"Possible"
"1968-72","B",12,"NT28","B",10,1,"Confirmed"
"1968-72","B",12,"NT29","B",10,1,"Probable"
"1968-72","B",12,"NT39","B",10,1,"Confirmed"
"1968-72","B",12,"NT49","B",10,1,"Confirmed"
"1968-72","B",12,"NT57","B",10,1,"Confirmed"
"1968-72","B",12,"NT58","B",10,1,"Confirmed"
"1980/81-1982/83","W",12,"IW63","I",10,1,"Present"
"1980/81-1982/83","W",12,"IW64","I",10,1,"Present"
"1980/81-1982/83","W",12,"IW74","I",10,1,"Present"
"1980/81-1982/83","W",12,"IW75","I",10,1,"Present"
"1980/81-1982/83","W",12,"IW96","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX06","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX07","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX16","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX17","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX27","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX28","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX38","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX39","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX49","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX59","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX69","I",10,1,"Present"
"1980/81-1982/83","W",12,"IX79","I",10,1,"Present"
"2008-11","B",12,"NZ72","B",10,1,"Confirmed"
"2008-11","B",12,"NZ81","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"HU16","B",10,1,"Present"
"1968-72","B",12,"SW86","B",10,1,"Confirmed"
"1968-72","B",12,"SW87","B",10,1,"Confirmed"
"1968-72","B",12,"SW93","B",10,1,"Confirmed"
"1968-72","B",12,"SW94","B",10,1,"Confirmed"
"1968-72","B",12,"SW97","B",10,1,"Confirmed"
"1968-72","B",12,"SW98","B",10,1,"Confirmed"
"1968-72","B",12,"SX03","B",10,1,"Probable"
"1968-72","B",12,"SX08","B",10,1,"Confirmed"
"1968-72","B",12,"SX09","B",10,1,"Confirmed"
"1968-72","B",12,"SX15","B",10,1,"Confirmed"
"1968-72","B",12,"SX19","B",10,1,"Confirmed"
"1980/81-1982/83","W",12,"NU13","B",10,1,"Present"
"1980/81-1982/83","W",12,"NU14","B",10,1,"Present"
"1980/81-1982/83","W",12,"NU20","B",10,1,"Present"
"1980/81-1982/83","W",12,"NU21","B",10,1,"Present"
"1980/81-1982/83","W",12,"NU22","B",10,1,"Present"
"1980/81-1982/83","W",12,"NU23","B",10,1,"Present"
"1980/81-1982/83","W",12,"NW95","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX07","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX08","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX09","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX13","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX19","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX33","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX40","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX43","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX64","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX74","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX84","B",10,1,"Present"
"1980/81-1982/83","W",12,"NX91","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ29","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ36","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ37","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ38","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ39","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ46","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ51","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ62","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ72","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ81","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ90","B",10,1,"Present"
"1980/81-1982/83","W",12,"NZ91","B",10,1,"Present"
"2007/08-10/11","W",12,"SW61","B",10,1,"Present"
"1988-91","B",12,"IO18","I",10,1,"Seen"
"1988-91","B",12,"IO19","I",10,1,"Seen"
"1988-91","B",12,"IO21","I",10,1,"Breeding"
"1988-91","B",12,"IO22","I",10,1,"Breeding"
"1988-91","B",12,"IO23","I",10,1,"Breeding"
"1988-91","B",12,"IO24","I",10,1,"Breeding"
"1988-91","B",12,"IO25","I",10,1,"Breeding"
"1988-91","B",12,"IO26","I",10,1,"Breeding"
"1988-91","B",12,"IO33","I",10,1,"Breeding"
"2008-11","B",12,"SN04","B",10,1,"Confirmed"
"2008-11","B",12,"SN10","B",10,1,"Confirmed"
"2008-11","B",12,"SN14","B",10,1,"Confirmed"
"2008-11","B",12,"SN15","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"HY50","B",10,1,"Present"
"2008-11","B",12,"SN25","B",10,1,"Probable"
"2008-11","B",12,"SN35","B",10,1,"Confirmed"
"2008-11","B",12,"SN36","B",10,1,"Probable"
"2007/08-10/11","W",12,"HY54","B",10,1,"Present"
"2007/08-10/11","W",12,"HY55","B",10,1,"Present"
"2007/08-10/11","W",12,"HY60","B",10,1,"Present"
"2007/08-10/11","W",12,"HY61","B",10,1,"Present"
"2007/08-10/11","W",12,"HY62","B",10,1,"Present"
"2007/08-10/11","W",12,"HY63","B",10,1,"Present"
"2007/08-10/11","W",12,"HY64","B",10,1,"Present"
"2007/08-10/11","W",12,"HY73","B",10,1,"Present"
"2007/08-10/11","W",12,"HY74","B",10,1,"Present"
"2007/08-10/11","W",12,"HY75","B",10,1,"Present"
"1988-91","B",12,"IQ83","I",10,1,"Breeding"
"2007/08-10/11","W",12,"SX73","B",10,1,"Present"
"2007/08-10/11","W",12,"SX83","B",10,1,"Present"
"2007/08-10/11","W",12,"SX84","B",10,1,"Present"
"2007/08-10/11","W",12,"SX85","B",10,1,"Present"
"2007/08-10/11","W",12,"SX86","B",10,1,"Present"
"2007/08-10/11","W",12,"SX95","B",10,1,"Present"
"1988-91","B",12,"IR09","I",10,1,"Breeding"
"1988-91","B",12,"IS50","I",10,1,"Breeding"
"1988-91","B",12,"HU48","B",10,1,"Breeding"
"1988-91","B",12,"IS70","I",10,1,"Breeding"
"1988-91","B",12,"IS80","I",10,1,"Breeding"
"1988-91","B",12,"IT10","I",10,1,"Seen"
"1988-91","B",12,"IT24","I",10,1,"Seen"
"1988-91","B",12,"IT25","I",10,1,"Breeding"
"2008-11","B",12,"SS64","B",10,1,"Confirmed"
"2008-11","B",12,"SS74","B",10,1,"Confirmed"
"2008-11","B",12,"SS75","B",10,1,"Confirmed"
"2007/08-10/11","W",12,"NB56","B",10,1,"Present"
"2007/08-10/11","W",12,"NB90","B",10,1,"Present"
"2007/08-10/11","W",12,"NB91","B",10,1,"Present"
"2007/08-10/11","W",12,"NC00","B",10,1,"Present"
"2007/08-10/11","W",12,"NC01","B",10,1,"Present"
"2007/08-10/11","W",12,"NC02","B",10,1,"Present"
"2007/08-10/11","W",12,"NC03","B",10,1,"Present"
"2007/08-10/11","W",12,"NC13","B",10,1,"Present"
"2007/08-10/11","W",12,"NC14","B",10,1,"Present"
"2007/08-10/11","W",12,"NC15","B",10,1,"Present"
"2007/08-10/11","W",12,"NC16","B",10,1,"Present"
"2007/08-10/11","W",12,"NC25","B",10,1,"Present"
"2007/08-10/11","W",12,"NC26","B",10,1,"Present"
"2007/08-10/11","W",12,"NC27","B",10,1,"Present"
"2007/08-10/11","W",12,"NC36","B",10,1,"Present"
"2007/08-10/11","W",12,"NC37","B",10,1,"Present"
"2007/08-10/11","W",12,"NC46","B",10,1,"Present"
"2007/08-10/11","W",12,"NC55","B",10,1,"Present"
"2007/08-10/11","W",12,"NC56","B",10,1,"Present"
"2007/08-10/11","W",12,"NC65","B",10,1,"Present"
"2007/08-10/11","W",12,"NC66","B",10,1,"Present"
"2007/08-10/11","W",12,"NC70","B",10,1,"Present"
"2007/08-10/11","W",12,"NC76","B",10,1,"Present"
"2007/08-10/11","W",12,"NC80","B",10,1,"Present"
"2007/08-10/11","W",12,"NC86","B",10,1,"Present"
"2007/08-10/11","W",12,"NC90","B",10,1,"Present"
"2007/08-10/11","W",12,"NC91","B",10,1,"Present"
"2007/08-10/11","W",12,"NC96","B",10,1,"Present"
"2007/08-10/11","W",12,"ND01","B",10,1,"Present"
"2007/08-10/11","W",12,"ND02","B",10,1,"Present"
"2007/08-10/11","W",12,"ND06","B",10,1,"Present"
"2007/08-10/11","W",12,"ND07","B",10,1,"Present"
"2007/08-10/11","W",12,"ND12","B",10,1,"Present"
"2007/08-10/11","W",12,"ND13","B",10,1,"Present"
"2007/08-10/11","W",12,"ND16","B",10,1,"Present"
"2007/08-10/11","W",12,"ND17","B",10,1,"Present"
"2007/08-10/11","W",12,"ND19","B",10,1,"Present"
"2007/08-10/11","W",12,"ND23","B",10,1,"Present"
"2007/08-10/11","W",12,"ND27","B",10,1,"Present"
"2007/08-10/11","W",12,"ND28","B",10,1,"Present"
"2007/08-10/11","W",12,"ND29","B",10,1,"Present"
"2007/08-10/11","W",12,"ND33","B",10,1,"Present"
"2007/08-10/11","W",12,"ND34","B",10,1,"Present"
"2007/08-10/11","W",12,"ND35","B",10,1,"Present"
"2007/08-10/11","W",12,"ND36","B",10,1,"Present"
"2007/08-10/11","W",12,"ND37","B",10,1,"Present"
"2007/08-10/11","W",12,"ND39","B",10,1,"Present"
"2007/08-10/11","W",12,"ND47","B",10,1,"Present"
"2007/08-10/11","W",12,"ND48","B",10,1,"Present"
"2007/08-10/11","W",12,"ND49","B",10,1,"Present"
"2007/08-10/11","W",12,"ND59","B",10,1,"Present"
"2007/08-10/11","W",12,"NF60","B",10,1,"Present"
"2007/08-10/11","W",12,"NF67","B",10,1,"Present"
"2007/08-10/11","W",12,"NF70","B",10,1,"Present"
"2007/08-10/11","W",12,"NF72","B",10,1,"Present"
"2007/08-10/11","W",12,"NF73","B",10,1,"Present"
"2007/08-10/11","W",12,"NF75","B",10,1,"Present"
"2007/08-10/11","W",12,"NF77","B",10,1,"Present"
"2007/08-10/11","W",12,"NF81","B",10,1,"Present"
"2007/08-10/11","W",12,"NF87","B",10,1,"Present"
"2007/08-10/11","W",12,"NF88","B",10,1,"Present"
"2007/08-10/11","W",12,"NF98","B",10,1,"Present"
"2007/08-10/11","W",12,"NG09","B",10,1,"Present"
"2007/08-10/11","W",12,"NG14","B",10,1,"Present"
"2007/08-10/11","W",12,"NG20","B",10,1,"Present"
"2007/08-10/11","W",12,"NG30","B",10,1,"Present"
"2007/08-10/11","W",12,"NG32","B",10,1,"Present"
"2007/08-10/11","W",12,"NG47","B",10,1,"Present"
"2007/08-10/11","W",12,"NG55","B",10,1,"Present"
"2007/08-10/11","W",12,"NG56","B",10,1,"Present"
"2007/08-10/11","W",12,"NG77","B",10,1,"Present"
